chrID	start	end	gene name	strand
chr20	2451499	2453499	SNRPB	-
chr6	34722870	34724870	SNRPC	+
chr19	41254758	41256758	SNRPA	+
chr12	96250708	96252708	SNRPF	+
chr2	70520903	70522903	SNRPG	-
chr1	203828712	203830712	SNRPE	+
chr10	50327883	50329883	FAM170B-AS1	+
chr19	33164312	33166312	RGS9BP	+
chr19	37286464	37288464	ZNF790-AS1	+
chr6	73853237	73855237	KCNQ5-AS1	-
chrX	74743337	74745337	ZDHHC15	-
chr6	157800556	157802556	ZDHHC14	+
chr12	77155853	77157853	ZDHHC17	+
chr10	99203887	99205887	ZDHHC16	+
chr5	851101	853101	ZDHHC11	-
chr11	19136691	19138691	ZDHHC13	+
chr9	131486408	131488408	ZDHHC12	-
chr12	49412629	49414629	PRKAG1	-
chr2	219696512	219698512	PRKAG3	-
chr7	151433400	151435400	PRKAG2	-
chr3	195938308	195940308	ZDHHC19	-
chr1	27151200	27153200	ZDHHC18	+
chr19	19320781	19322781	NCAN	+
chr2	95613087	95615087	LOC442028	-
chr12	53660082	53662082	ESPL1	+
chr14	77965210	77967210	ISM2	-
chr20	13200417	13202417	ISM1	+
chr11	2399222	2401222	CD81-AS1	-
chr20	14910164	14912164	MACROD2-AS1	-
chr9	79011514	79013514	RPSAP9	+
chr19	19028483	19030483	DDX49	+
chr5	176944327	176946327	DDX41	-
chr19	52072489	52074489	ZNF175	+
chr6	74102284	74104284	DDX43	+
chr17	61849548	61851548	DDX42	+
chr10	16476941	16478941	PTER	+
chr12	12964279	12966279	DDX47	+
chr5	134092423	134094423	DDX46	+
chr10	89621194	89623194	PTEN	+
chr1	50573287	50575287	ELAVL4	+
chr19	8070529	8072529	ELAVL1	-
chr9	23821843	23823843	ELAVL2	-
chr19	11591803	11593803	ELAVL3	-
chr20	60695516	60697516	LSM14B	+
chr19	34661351	34663351	LSM14A	+
chr9	34456749	34458749	DNAI1	+
chr17	72268385	72270385	DNAI2	+
chr19	13261188	13263188	STX10	-
chr9	94186908	94188908	NFIL3	-
chr2	79250811	79252811	REG3G	+
chr2	79386880	79388880	REG3A	-
chrX	17442003	17444003	MIR4768	+
chrX	47444827	47446827	MIR4769	+
chr4	78976723	78978723	FRAS1	+
chr22	46154403	46156403	MIR4762	+
chr22	46507445	46509445	MIR4763	+
chr21	41584358	41586358	MIR4760	-
chr22	19949275	19951275	MIR4761	+
chr22	41209962	41211962	MIR4766	-
chrX	7063900	7065900	MIR4767	+
chr22	33832655	33834655	MIR4764	-
chr2	32858321	32860321	MIR4765	+
chr3	93747454	93749454	STX19	-
chr2	11532106	11534106	LINC00570	+
chr22	44258378	44260378	SULT4A1	-
chr5	172180505	172182505	LOC101928093	+
chr22	29729256	29731256	MIR3653	-
chr1	95525151	95527151	LOC101928098	+
chrUn_gl000220	151049	153049	RNA18S4	+
chr16	1831823	1833823	SPSB3	-
chr12	6982521	6984521	SPSB2	-
chr1	9350940	9352940	SPSB1	+
chr5	130501041	130503041	HINT1	-
chr9	35815042	35817042	HINT2	-
chr3	140768243	140770243	SPSB4	+
chr14	101490068	101492068	MIR323A	+
chr14	101520555	101522555	MIR323B	+
chr7	144016150	144018150	OR2A1	-
chr7	143804675	143806675	OR2A2	+
chr7	143745494	143747494	OR2A5	+
chr6	132022541	132024541	OR2A4	-
chr7	143956721	143958721	OR2A7	-
chr5	159846916	159848916	PTTG1	+
chr4	37960055	37962055	PTTG2	+
chr7	100208113	100210113	MOSPD3	+
chr20	62663079	62665079	C20orf204	+
chr20	31261743	31263743	C20orf203	-
chr20	1182097	1184097	C20orf202	+
chr1	146556303	146558303	RNVU1-8	-
chr3	19975706	19977706	EFHB	-
chr6	116447296	116449296	COL10A1	-
chr15	24218293	24220293	PWRN4	+
chr22	51021428	51023428	CHKB-CPT1B	-
chrX	18690223	18692223	RS1	-
chr5	15615111	15617111	CTD-2350J17.1	-
chr19	19774503	19776503	ATP13A1	-
chr3	194188968	194190968	ATP13A3	-
chr1	17338467	17340467	ATP13A2	-
chr3	193096514	193098514	ATP13A5	-
chr3	193272911	193274911	ATP13A4	-
chr3	182204150	182206150	LINC01994	-
chr3	182224912	182226912	LINC01995	-
chr17	4511743	4513743	LINC01996	+
chr3	107147776	107149776	LINC01990	+
chr3	187694195	187696195	LINC01991	-
chr17	76274573	76276573	LINC01993	-
chr17	58639906	58641906	LINC01999	+
chr22	41593505	41595505	EP300-AS1	-
chr15	65132081	65134081	PLEKHO2	+
chr1	150119623	150121623	PLEKHO1	+
chr12	77459360	77461360	E2F7	-
chr2	11606303	11608303	E2F6	-
chr8	86087618	86089618	E2F5	+
chr16	67224067	67226067	E2F4	+
chr6	20400136	20402136	E2F3	+
chr1	23857712	23859712	E2F2	-
chr20	32274210	32276210	E2F1	-
chr11	19263167	19265167	E2F8	-
chr1	39347298	39349298	GJA9-MYCBP	-
chr19	3985461	3987461	EEF2	-
chr6	160201413	160203413	SNORA20	-
chr2	207137751	207139751	ZDBF2	+
chr7	65218512	65220512	SNORA22	+
chr11	9448312	9450312	SNORA23	+
chr12	98850923	98852923	SLC9A7P1	-
chr11	93463812	93465812	SNORA25	-
chr4	53577415	53579415	SNORA26	+
chr13	27827537	27829537	SNORA27	+
chr14	103802185	103804185	SNORA28	+
chr6	160206765	160208765	SNORA29	-
chr3	38008894	38010894	MIR26A1	+
chr19	49249189	49251189	IZUMO1	-
chr19	50666538	50668538	IZUMO2	-
chr9	24545674	24547674	IZUMO3	-
chr19	2094867	2096867	IZUMO4	+
chr5	140808157	140810157	PCDHGA12	+
chr8	144691784	144693784	PYCR3	-
chr1	226112040	226114040	PYCR2	-
chr17	79895204	79897204	PYCR1	-
chr16	282544	284544	FAM234A	+
chr11	5421626	5423626	OR51J1	+
chr1	85040163	85042163	CTBS	-
chr19	54039332	54041332	ZNF331	+
chr1	94055524	94057524	LOC100129046	+
chr17	62221698	62223698	SNORA50C	+
chr2	113761037	113763037	IL36A	+
chr2	113810444	113812444	IL36B	-
chr2	113733595	113735595	IL36G	+
chr10	91011796	91013796	LIPA	-
chr11	306106	308106	IFITM2	+
chr11	311990	313990	IFITM1	+
chr2	10441029	10443029	HPCAL1	+
chr19	42931578	42933578	LIPE	-
chr1	40157157	40159157	HPCAL4	-
chr10	90422145	90424145	LIPF	+
chrX	49224137	49226137	GAGE2D	+
chr3	185270369	185272369	LIPH	-
chr10	90482300	90484300	LIPK	+
chr10	90344518	90346518	LIPJ	+
chr10	90560486	90562486	LIPM	+
chrX	49352117	49354117	GAGE2A	+
chrX	49233707	49235707	GAGE2B	+
chr10	90519162	90521162	LIPN	+
chr7	123673523	123675523	TMEM229A	-
chr14	67955449	67957449	TMEM229B	-
chr17	41922515	41924515	CD300LG	+
chr17	72709139	72711139	CD300LF	-
chr12	49050565	49052565	SNORA2A	-
chr12	49061376	49063376	SNORA2B	-
chr12	49048301	49050301	SNORA2C	-
chr17	1553392	1555392	RILP	-
chrX	83757487	83759487	HDX	-
chr21	17789522	17791522	MIR99AHG	+
chr11	47198676	47200676	ARFGAP2	-
chr11	5566753	5568753	OR52H1	-
chr20	61902136	61904136	ARFGAP1	+
chr21	45759285	45761285	C21orf2	-
chr21	44527688	44529688	U2AF1	-
chr19	56163415	56165415	U2AF2	+
chr12	48597075	48599075	OR10AD1	-
chr12	6928962	6930962	GPR162	+
chr3	169753734	169755734	GPR160	+
chr1	168106905	168108905	GPR161	-
chr1	78149112	78151112	ZZZ3	-
chr4	139933800	139935800	LOC105377448	-
chr19	36643771	36645771	COX7A1	-
chr6	75953644	75955644	COX7A2	-
chr2	74423689	74425689	MTHFD2	+
chr14	64852758	64854758	MTHFD1	+
chr6	170861420	170863420	TBP	+
chr13	57719621	57721621	PRR20B	+
chr13	57726194	57728194	PRR20C	+
chr13	57713051	57715051	PRR20D	+
chr13	57713051	57715051	PRR20E	+
chr15	58790934	58792934	LIPC-AS1	-
chr14	94545638	94547638	IFI27L1	+
chr14	94595957	94597957	IFI27L2	-
chr7	156433348	156435348	C7orf13	-
chr16	3661607	3663607	SLX4	-
chr3	28390618	28392618	AZI2	-
chr1	23696357	23698357	ZNF436	-
chr19	21322812	21324812	ZNF431	+
chr6	139347818	139349818	ABRACL	+
chr19	12146556	12148556	ZNF433	-
chr19	52551893	52553893	ZNF432	-
chr19	11957547	11959547	ZNF439	+
chr10	31320866	31322866	ZNF438	-
chr12	107078478	107080478	LOC100505978	-
chr5	127037080	127039080	CCDC192	+
chr9	135996637	135998637	RALGDS	-
chr1	162838605	162840605	CCDC190	-
chr3	113775460	113777460	CCDC191	-
chr16	4303790	4305790	LINC01569	-
chr16	73418703	73420703	LINC01568	+
chr3	128294929	128296929	LINC01565	-
chr6	53491177	53493177	LINC01564	+
chr16	24682383	24684383	LINC01567	-
chr16	34595901	34597901	LINC01566	+
chr10	122355460	122357460	LINC01561	+
chrX	47340114	47342114	LINC01560	+
chr17	20976868	20978868	LINC01563	+
chr15	83774323	83776323	TM6SF1	+
chr19	19384074	19386074	TM6SF2	-
chr22	32808274	32810274	RTCB	-
chr1	100729713	100731713	RTCA	+
chr19	8809180	8811180	ACTL9	-
chr1	18079807	18081807	ACTL8	+
chr20	3219887	3221887	SLC4A11	-
chr2	162478844	162480844	SLC4A10	+
chr19	21830469	21832469	LOC400682	+
chr19	32896445	32898445	LOC400684	-
chr4	6782458	6784458	KIAA0232	+
chr1	151988753	151990753	NBPF18P	+
chr3	128224677	128226677	LOC90246	+
chr10	91085575	91087575	IFIT3	+
chr7	8302242	8304242	ICA1	-
chr11	119250487	119252487	USP2-AS1	+
chr22	29784572	29786572	AP1B1	-
chr11	18619350	18621350	SPTY2D1-AS1	+
chr1	47902989	47904989	LINC01389	-
chr3	97981128	97983128	OR5H6	+
chr3	97849541	97851541	OR5H1	+
chr3	97999731	98001731	OR5H2	+
chr2	25425181	25427181	LINC01381	+
chr6	139613208	139615208	TXLNB	-
chr1	32643344	32645344	TXLNA	+
chr5	72768791	72770791	LINC01386	-
chr11	63258680	63260680	HRASLS5	-
chr16	2139436	2141436	LOC105371049	+
chr11	63330855	63332855	HRASLS2	-
chr16	1628527	1630527	LOC105371046	+
chr10	50342065	50344065	FAM170B	-
chr5	118963253	118965253	FAM170A	+
chr11	125366206	125368206	FEZ1	-
chr9	119162885	119164885	PAPPA-AS1	-
chr2	36825332	36827332	FEZ2	-
chr19	41282123	41284123	RAB4B	+
chr1	229404808	229406808	RAB4A	+
chr22	38243781	38245781	MIR659	-
chr22	38240378	38242378	MIR658	-
chr7	93112167	93114167	MIR653	-
chrX	109296556	109298556	MIR652	+
chrX	8093005	8095005	MIR651	+
chr22	23163269	23165269	MIR650	+
chr17	79099173	79101173	MIR657	-
chr14	101531060	101533060	MIR656	+
chr14	101513886	101515886	MIR655	+
chr14	101504555	101506555	MIR654	+
chr13	80444720	80446720	LINC00382	+
chr13	69794477	69796477	LINC00383	+
chr13	91743693	91745693	LINC00380	-
chr13	74991309	74993309	LINC00381	+
chr13	30727211	30729211	LINC00384	-
chr19	18197813	18199813	IL12RB1	-
chr1	67771046	67773046	IL12RB2	+
chrX	153654977	153656977	ATP6AP1	+
chrX	40438215	40440215	ATP6AP2	+
chr14	35548286	35550286	LOC101927178	+
chr4	47831361	47833361	LOC101927179	+
chr12	120425647	120427647	BICDL1	+
chr16	3085542	3087542	BICDL2	-
chr21	18883223	18885223	CXADR	+
chr14	20269928	20271928	OR4N2	+
chrY	24215902	24217902	PRY2	+
chr15	22380381	22382381	OR4N4	+
chr14	20609894	20611894	OR4N5	+
chr20	32252303	32254303	ACTL10	+
chr20	44486048	44488048	ACOT8	-
chrX	23761407	23763407	ACOT9	-
chr14	74081547	74083547	ACOT6	+
chr1	6445883	6447883	ACOT7	-
chr14	74056409	74058409	ACOT4	+
chr14	74032323	74034323	ACOT2	+
chrX	103292515	103294515	H2BFM	+
chr14	74001927	74003927	ACOT1	+
chr20	18477887	18479887	RBBP9	-
chr18	20511838	20513838	RBBP8	+
chrX	16887978	16889978	RBBP7	-
chr16	24548907	24550907	RBBP6	+
chr1	205091150	205093150	RBBP5	-
chr1	33114748	33116748	RBBP4	+
chr6	36663627	36665627	RAB44	+
chr1	28916711	28918711	RAB42	+
chr3	128840647	128842647	RAB43	-
chrX	69500021	69502021	RAB41	+
chr6	159028738	159030738	MIR7161	+
chr8	2022668	2024668	MIR7160	+
chr10	30657594	30659594	MIR7162	-
chr12	4647674	4649674	C12orf4	-
chr22	22985090	22987090	GGTLC2	+
chr8	86089276	86091276	LOC102723322	-
chr1	76210698	76212698	DLSTP1	-
chr18	55289177	55291177	NARS	-
chr17	80414539	80416539	NARF	+
chrX	51484480	51486480	GSPT2	+
chr16	12009825	12011825	GSPT1	-
chr1	178692281	178694281	RALGPS2	+
chr1	67388577	67390577	MIER1	+
chr19	344841	346841	MIER2	-
chr5	56247957	56249957	MIER3	-
chr5	6712717	6714717	PAPD7	+
chr5	78906239	78908239	PAPD4	+
chr16	50184828	50186828	PAPD5	+
chr4	151936419	151938419	LRBA	-
chr11	1330892	1332892	TOLLIP	-
chr6	42950236	42952236	PPP2R5D	+
chr14	64010079	64012079	PPP2R5E	-
chr1	212473147	212475147	PPP2R5A	+
chr11	64690142	64692142	PPP2R5B	+
chr14	102274139	102276139	PPP2R5C	+
chr16	25121046	25123046	LCMT1	+
chr15	43622820	43624820	LCMT2	-
chr7	105925638	105927638	NAMPT	-
chrX	47004609	47006609	NDUFB11	-
chr7	124904345	124906345	LOC101928254	-
chr6	12001477	12003477	LOC101928253	-
chr17	71507821	71509821	LOC101928251	+
chr4	174440389	174442389	SCRG1	-
chr21	30447791	30449791	MAP3K7CL	+
chr17	33885110	33887110	SLFN14	-
chr9	118417	120417	FOXD4	-
chr1	47899688	47901688	FOXD2	+
chr1	63786729	63788729	FOXD3	+
chr17	33760195	33762195	SLFN12	-
chr5	72744352	72746352	FOXD1	-
chrX	145078261	145080261	MIR892A	-
chrX	145078792	145080792	MIR892B	-
chrX	145074344	145076344	MIR892C	-
chr16	575855	577855	CAPN15	+
chr2	31440411	31442411	CAPN14	-
chr2	31030311	31032311	CAPN13	-
chr19	39235114	39237114	CAPN12	-
chr6	44124547	44126547	CAPN11	+
chr2	241524132	241526132	CAPN10	+
chr6	137241378	137243378	SLC35D3	+
chr9	99145992	99147992	SLC35D2	-
chr1	67520080	67522080	SLC35D1	-
chrX	77152960	77154960	COX7B	+
chr5	85911783	85913783	COX7C	+
chrX	28603680	28605680	IL1RAPL1	+
chrX	103808995	103810995	IL1RAPL2	+
chr1	43919660	43921660	HYI	-
chr17	16944073	16946073	MPRIP	+
chr11	62432688	62434688	C11orf98	-
chr11	94243694	94245694	C11orf97	+
chr11	43962105	43964105	C11orf96	+
chr11	63536113	63538113	C11orf95	-
chr11	45928833	45930833	C11orf94	-
chr11	33722286	33724286	C11orf91	-
chr16	20753286	20755286	THUMPD1	-
chr3	9402716	9404716	THUMPD3	+
chr2	40006416	40008416	THUMPD2	-
chr11	89956532	89958532	CHORDC1	-
chr8	52722005	52724005	PXDNL	-
chr17	36859872	36861872	MLLT6	+
chr19	6279959	6281959	MLLT1	-
chr9	20622542	20624542	MLLT3	-
chr16	14999573	15001573	MIR3670-4	+
chr19	22710751	22712751	LOC101929124	-
chr4	17187680	17189680	LOC101929123	-
chr6	159591039	159593039	LOC101929122	-
chr16	14999573	15001573	MIR3670-2	+
chr16	14999573	15001573	MIR3670-3	+
chr8	9044508	9046508	LOC101929128	+
chr1	46112357	46114357	RPS15AP10	-
chr9	12814388	12816388	LURAP1L-AS1	-
chr5	140172443	140174443	PCDHA2	+
chr5	140178782	140180782	PCDHA3	+
chr5	140163720	140165720	PCDHA1	+
chr5	140205506	140207506	PCDHA6	+
chr5	140211968	140213968	PCDHA7	+
chr5	140184658	140186658	PCDHA4	+
chr5	140199360	140201360	PCDHA5	+
chr11	43588855	43590855	MIR670HG	+
chr17	7474023	7476023	EIF4A1	+
chr5	140218906	140220906	PCDHA8	+
chr5	140225356	140227356	PCDHA9	+
chr3	37034795	37036795	EPM2AIP1	-
chr5	169814496	169816496	CTD-2270F17.1	+
chr2	215372905	215374905	VWC2L-IT1	+
chr2	32799885	32801885	BIRC6-AS2	-
chr13	28543505	28545505	CDX2	-
chrX	72665089	72667089	CDX4	+
chr19	36426021	36428021	LRFN3	+
chr6	90348216	90350216	LYRM2	-
chr16	20909987	20911987	LYRM1	+
chr5	130504606	130506606	LYRM7	+
chr10	44285865	44287865	HNRNPA3P1	-
chr11	66622875	66624875	LRFN4	+
chr20	21494664	21496664	NKX2-2	-
chr10	101290689	101292689	NKX2-3	+
chr17	26220409	26222409	LYRM9	-
chr14	36989430	36991430	NKX2-1	-
chr8	23564111	23566111	NKX2-6	-
chr20	21378047	21380047	NKX2-4	-
chr5	172662315	172664315	NKX2-5	-
chr7	2595392	2597392	BRAT1	-
chr12	113342581	113344581	OAS1	+
chr12	113374237	113376237	OAS3	+
chr12	113414273	113416273	OAS2	+
chr8	82024303	82026303	PAG1	-
chr1	21764582	21766582	NBPF3	+
chr12	121477045	121479045	OASL	-
chr9	36167388	36169388	CCIN	+
chr17	41381062	41383062	LINC00854	-
chr22	32555243	32557243	C22orf42	-
chr9	19033256	19035256	SAXO1	-
chr4	36281236	36283236	DTHD1	+
chr11	86083777	86085777	CCDC81	+
chr22	26823279	26825279	ASPHD2	+
chr16	29910146	29912146	ASPHD1	+
chr13	100609419	100611419	LOC101927437	-
chr1	82023387	82025387	LOC101927434	-
chr16	68049814	68051814	LOC100131303	-
chr1	43321292	43323292	LOC339539	+
chr1	117450544	117452544	PTGFRN	+
chr9	34048947	34050947	UBAP2	-
chr9	34177002	34179002	UBAP1	+
chr14	24423406	24425406	DHRS4-AS1	-
chr17	38442145	38444145	CDC6	+
chr11	8986320	8988320	TMEM9B	-
chr13	108919976	108921976	TNFSF13B	+
chr4	169401665	169403665	DDX60L	-
chr8	49982899	49984899	C8orf22	+
chr16	84680116	84682116	KLHL36	+
chrX	21676505	21678505	KLHL34	-
chr11	75141674	75143674	KLHL35	-
chr6	97370495	97372495	KLHL32	+
chr14	20903801	20905801	KLHL33	-
chr2	239045362	239047362	KLHL30	+
chr6	53530506	53532506	KLHL31	-
chr17	48346766	48348766	TMEM92	+
chr19	41880437	41882437	TMEM91	+
chr17	26644120	26646120	TMEM97	+
chr8	124665190	124667190	KLHL38	-
chr17	7256454	7258454	TMEM95	+
chr6	166878871	166880871	RPS6KA2-IT1	-
chr11	92700788	92702788	MTNR1B	+
chr4	187476721	187478721	MTNR1A	-
chr7	92157845	92159845	PEX1	-
chr6	143769917	143771917	PEX3	+
chr8	77912524	77914524	PEX2	-
chr12	7340281	7342281	PEX5	+
chr6	137141701	137143701	PEX7	+
chr6	42946981	42948981	PEX6	-
chr1	120354203	120356203	REG4	-
chr19	9609279	9611279	ZNF560	-
chr3	50262119	50264119	GNAI2	+
chr1	110089185	110091185	GNAI3	+
chr7	79763070	79765070	GNAI1	+
chr20	44176065	44178065	EPPIN-WFDC6	-
chr14	71863053	71865053	SNORD56B	+
chr13	29231140	29233140	POMP	+
chr2	188419232	188421232	TFPI	-
chr2	25391720	25393720	POMC	-
chr7	100493592	100495592	ACHE	-
chr12	11548498	11550498	PRB2	-
chr12	11422641	11424641	PRB3	-
chr12	11463369	11465369	PRB4	-
chr8	42946648	42948648	POMK	+
chr17	5971933	5973933	WSCD1	+
chr12	108521247	108523247	WSCD2	+
chr3	186579157	186581157	ADIPOQ-AS1	-
chr9	74762266	74764266	GDA	+
chr5	167659377	167661377	CTB-178M22.2	-
chr11	17099220	17101220	RPS13	-
chr6	133133707	133135707	RPS12	+
chr19	49997621	49999621	RPS11	+
chr6	34393902	34395902	RPS10	-
chr15	83209295	83211295	RPS17	-
chr19	39926660	39928660	RPS16	-
chr19	1436423	1438423	RPS15	+
chr5	149829319	149831319	RPS14	-
chrX	69675676	69677676	DLG3-AS1	-
chr19	42361987	42363987	RPS19	+
chr6	4718053	4720053	RPS18	+
chrX	119297945	119299945	RHOXF2	-
chrX	119249847	119251847	RHOXF1	-
chr18	53144451	53146451	MIR4529	+
chr2	234663991	234665991	LOC100286922	-
chr1	1241959	1243959	PUSL1	+
chr16	89385540	89387540	LOC100287036	+
chr9	113342160	113344160	SVEP1	-
chr3	111391522	111393522	PLCXD2	+
chrX	140990	142990	PLCXD1	+
chr11	2419717	2421717	TSSC4	+
chr11	3400190	3402190	TSSC2	+
chr2	3381703	3383703	TSSC1	-
chr6	90121995	90123995	RRAGD	-
chr9	19047371	19049371	RRAGA	+
chr1	39325495	39327495	RRAGC	-
chrX	55742109	55744109	RRAGB	+
chr22	24997123	24999123	GGT1	+
chr17	4463891	4465891	GGT6	-
chr20	33460661	33462661	GGT7	-
chr8	145911197	145913197	ARHGAP39	-
chr1	99467831	99469831	LOC100129620	+
chr17	27402627	27404627	TIAF1	-
chr1	29561027	29563027	PTPRU	+
chr20	41818557	41820557	PTPRT	-
chr19	5340814	5342814	PTPRS	-
chr12	71148388	71150388	PTPRR	-
chr12	80836125	80838125	PTPRQ	+
chr14	24711880	24713880	TINF2	-
chr3	61545242	61547242	PTPRG	+
chr1	43994530	43996530	PTPRF	+
chr10	129703324	129705324	PTPRE	+
chr9	8733946	8735946	PTPRD	-
chr1	198606097	198608097	PTPRC	+
chr12	71003804	71005804	PTPRB	-
chr20	2852141	2854141	PTPRA	+
chr12	15697277	15699277	PTPRO	+
chr2	220174295	220176295	PTPRN	-
chr18	7565313	7567313	PTPRM	+
chr17	42975079	42977079	CCDC103	+
chr6	128841819	128843819	PTPRK	-
chr11	48000109	48002109	PTPRJ	+
chr19	55720874	55722874	PTPRH	-
chr18	19261470	19263470	MIR320C1	+
chr18	21899649	21901649	MIR320C2	+
chr22	37172177	37174177	IFT27	-
chr17	26662515	26664515	IFT20	-
chr10	99052430	99054430	ARHGAP19-SLIT1	-
chr7	100965104	100967104	IFT22	-
chr11	18270221	18272221	SAA2-SAA4	-
chr9	128022072	128024072	GAPVD1	+
chr19	46285815	46287815	DMPK	-
chr2	56317517	56319517	LINC01813	-
chr2	68052694	68054694	LINC01812	-
chr2	81694070	81696070	LINC01815	-
chr2	8723922	8725922	LINC01814	-
chr2	70352448	70354448	LINC01816	-
chr2	43266682	43268682	LINC01819	-
chr2	3605961	3607961	RNASEH1	-
chr4	88569453	88571453	DMP1	+
chr13	32418919	32420919	EEF1DP3	+
chr20	57392749	57394749	MIR296	-
chrX	114797058	114799058	PLS3-AS1	-
chr1	173962210	173964210	RC3H1	-
chr9	125667562	125669562	RC3H2	-
chr10	91172324	91174324	IFIT5	+
chr10	118928566	118930566	MIR3663HG	-
chr10	91059705	91061705	IFIT2	+
chr10	91150302	91152302	IFIT1	+
chr7	22767239	22769239	LOC541472	-
chr7	72438164	72440164	LOC541473	+
chr17	62496957	62498957	MIR3064	-
chr17	79097676	79099676	MIR3065	+
chr1	946846	948846	ISG15	+
chr20	33144500	33146500	MAP1LC3A	+
chr1	242162385	242164385	MAP1LC3C	-
chr16	87423800	87425800	MAP1LC3B	+
chr20	23967512	23969512	GGTLC1	-
chr19	57048316	57050316	ZFP28	+
chr22	39964757	39966757	CACNA1I	+
chrX	154297694	154299694	BRCC3	+
chr2	152685009	152687009	ARL5A	-
chr17	37322414	37324414	ARL5C	-
chr10	18946312	18948312	ARL5B	+
chr2	20189884	20191884	WDR35	-
chr9	131419129	131421129	WDR34	-
chr10	1100775	1102775	WDR37	+
chr5	110425869	110427869	WDR36	+
chr9	116102620	116104620	WDR31	-
chr2	128568761	128570761	WDR33	-
chr10	6019574	6021574	IL15RA	-
chr9	127613695	127615695	WDR38	+
chr17	78120982	78122982	EIF4A3	-
chr3	186499360	186501360	EIF4A2	+
chr1	221053482	221055482	HLX-AS1	-
chr7	100287071	100289071	GIGYF1	-
chr2	233560014	233562014	GIGYF2	+
chr15	70390256	70392256	TLE3	-
chr19	3029199	3031199	TLE2	-
chr9	84304450	84306450	TLE1	-
chr19	2975535	2977535	TLE6	+
chr9	111694672	111696672	FAM206A	+
chr9	82184687	82186687	TLE4	+
chr10	80006381	80008381	LINC00856	+
chr10	81965465	81967465	LINC00857	+
chr1	26185949	26187949	AUNIP	-
chr3	10324102	10326102	LINC00852	+
chr1	47642921	47644921	LINC00853	+
chrX	148956632	148958632	LINC00850	+
chr12	4554780	4556780	FGF6	-
chr17	48636428	48638428	CACNA1G	+
chr15	66330570	66332570	MIR4311	+
chr10	86037735	86039735	LINC00858	+
chr1	91964403	91966403	CDC7	+
chr15	42158749	42160749	MIR4310	-
chr18	6374424	6376424	MIR4317	-
chr19	54618454	54620454	TFPT	-
chr19	50832634	50834634	KCNC3	-
chr17	75393136	75395136	MIR4316	-
chr5	140591490	140593490	PCDHB13	+
chr5	140586290	140588290	PCDHB12	+
chr5	140577347	140579347	PCDHB11	+
chr5	140569951	140571951	PCDHB10	+
chr5	140559264	140561264	PCDHB16	+
chr5	140622916	140624916	PCDHB15	+
chr5	140599897	140601897	PCDHB14	+
chr1	201081694	201083694	CACNA1S	-
chr1	113497036	113499036	SLC16A1-AS1	+
chr3	46740822	46742822	TMIE	+
chrX	74145287	74147287	KIAA2022	-
chr9	6008003	6010003	KIAA2026	-
chr4	111119771	111121771	ELOVL6	-
chrX	105410297	105412297	MUM1L1	+
chr1	159555615	159557615	APCS	+
chr19	41101140	41103140	LTBP4	+
chr11	65325699	65327699	LTBP3	-
chr14	75079034	75081034	LTBP2	-
chr2	33357663	33359663	LTBP1	+
chr19	1448147	1450147	APC2	+
chr16	9447444	9449444	LINC02177	+
chr16	25076207	25078207	LINC02175	+
chr4	138464884	138466884	LINC02172	+
chr4	3679582	3681582	LINC02171	-
chr16	80926493	80928493	LINC02170	-
chr5	179083106	179085106	LOC105377763	+
chr2	148776579	148778579	MBD5	+
chr3	129159022	129161022	MBD4	-
chr12	57914658	57916658	MBD6	+
chr6	52011720	52013720	MIR133B	+
chr1	104228036	104230036	AMY1C	+
chr19	1592760	1594760	MBD3	-
chr18	51751158	51753158	MBD2	-
chr2	238393861	238395861	MLPH	+
chr12	122499195	122501195	LOC100506691	+
chr19	1848452	1850452	REXO1	-
chr11	114308107	114310107	REXO2	+
chr14	77542534	77544534	LINC02289	-
chr9	136283216	136285216	REXO4	-
chr17	73285530	73287530	SLC25A19	-
chr17	55038411	55040411	COIL	-
chr14	101585192	101587192	LINC02285	+
chr2	233251754	233253754	ECEL1P2	-
chr14	93373827	93375827	LINC02287	-
chrX	129471861	129473861	SLC25A14	+
chr7	95951459	95953459	SLC25A13	-
chr2	172750816	172752816	SLC25A12	-
chr17	4843462	4845462	SLC25A11	-
chr14	29254993	29256993	LINC02282	-
chr13	19755992	19757992	TUBA3C	-
chr2	130956034	130958034	TUBA3E	-
chr2	132231579	132233579	TUBA3D	+
chr3	123680255	123682255	CCDC14	-
chr11	124822016	124824016	CCDC15	+
